-1.4811295,53.5525577,"Santander"
-1.8157644,53.8160599,"Tesco"
-1.9621753,53.8977328,"ATM : 2214979249"
-1.4840343,53.8001213,"Co-Operative Bank"
-1.5335691,53.8447146,"ATM : 2289892848"
-1.5444186,53.5819863,"Yorkshire Bank"
-2.1661899,53.8572161,"Cooperative"
-1.6941183,53.905073,"Yorkshire Bank"
-1.7914062,53.6355633,"ATM : 2376438238"
-1.9030084,53.8749439,"ATM : 2377793700"
-1.8877437,53.8593763,"Halifax bank"
-1.5805453,53.8167101,"Link"
-1.7552937,53.5760243,"ATM : 2425822690"
-1.724761,53.8777088,"Yorkshire Bank"
-1.7117994,53.873586,"ATM : 2556966308"
-1.4435664,53.8219966,"ATM : 2603532402"
-1.983271,53.7308901,"ATM : 2623539932"
-1.4808384,53.5860396,"ATM : 2772506617"
-1.529344,53.5861611,"Co-operative Bank"
-1.434765,53.794515,"ATM : 2888241515"
-2.1120086,53.5421237,"ATM : 3084261112"
-1.6763581,53.7064539,"ATM : 3124685562"
-1.5381877,53.7937203,"ATM : 3145367892"
-1.5424919,53.7918517,"ATM : 3145367893"
-1.5701262,53.8122085,"ATM : 3225905510"
-1.4458031,53.7534025,"ATM : 3257033807"
-1.5529534,53.7963722,"ATM : 3320771026"
-1.5529597,53.796348,"ATM : 3320771027"
-2.1164192,53.5397332,"ATM : 3326118962"
-1.7825311,53.6470409,"ATM : 3409740389"
-1.8186298,53.7849741,"ATM : 3443058114"
-1.7843422,53.6485579,"ATM : 3445656291"
-1.351731,53.726341,"ATM : 3451185040"
-1.3508207,53.7262268,"ATM : 3451798851"
-1.5069845,53.8261606,"ATM : 3455481013"
-1.5109542,53.8231683,"ATM : 3455482908"
-1.8560858,53.6399556,"Coop"
-1.4692124,53.8271652,"ATM : 3612929539"
-1.4646388,53.799157,"ATM : 3615121537"
-1.4865327,53.8233994,"ATM : 3616415159"
-1.4862763,53.823633,"ATM : 3616415171"
-1.494899,53.8208116,"ATM : 3617871904"
-1.4882722,53.8014446,"ATM : 3618564326"
-1.5440111,53.8333325,"ATM : 3620225995"
-1.544333,53.8328276,"ATM : 3620226005"
-1.6163932,53.8284173,"ATM : 3626078105"
-1.6038251,53.8485396,"ATM : 3626724748"
-1.7509681,53.9126331,"ATM : 3627169419"
-1.6284048,53.7572311,"ATM : 3632290907"
-1.388458,53.793712,"ATM : 3634830654"
-1.376105,53.786215,"ATM : 3634831393"
-1.4178316,53.7685788,"ATM : 3635703085"
-1.826387,53.640653,"Lloyds"
-1.5688372,53.8053649,"ATM : 3646608059"
-1.5335034,53.8440003,"Lloyds"
-1.5802456,53.8210231,"ATM : 3656642056"
-1.5744462,53.807991,"ATM : 3660168631"
-1.8972908,53.8269795,"ATM : 3660954875"
-1.5293712,53.7485413,"ATM : 3663504264"
-1.5476205,53.7474621,"ATM : 3663514950"
-2.1218638,53.5656457,"NatWest"
-1.6646677,53.7955493,"ATM : 3738199852"
-1.6643037,53.7959625,"ATM : 3738199854"
-1.692161,53.9030404,"24/7"
-1.6292684,53.8473624,"ATM : 3848979874"
-1.6403145,53.8319064,"24/7"
-1.5501916,53.621795,"ATM : 4051026380"
-1.6719416,53.811598,"Co-operative Bank"
-1.3896007,53.9302296,"ATM : 4189556311"
-1.4768953,53.8061054,"ATM : 4192442239"
-1.5632551,53.7242119,"ATM : 4194370889"
-1.4996453,53.6839552,"ATM : 4275471693"
-1.6226593,53.857949,"ATM : 4313766614"
-1.533685,53.7869265,"ATM : 4361379815"
-1.3881868,53.7942063,"24/7"
-1.3794149,53.7835061,"24/7"
-1.4816161,53.5540984,"RBS"
-1.5457528,53.622175,"ATM : 4423779127"
-1.7761969,53.83414,"ATM : 4466428504"
-1.7769074,53.8343878,"ATM : 4466428505"
-1.7900014,53.8375295,"ATM : 4466428506"
-1.7439927,53.912802,"ATM : 4472776105"
-1.4514221,53.8073722,"ATM : 4530913181"
-1.4514001,53.8073694,"ATM : 4530913182"
-1.4507336,53.8075279,"ATM : 4530913184"
-1.8559314,53.6872278,"ATM : 4578048532"
-1.6331917,53.525425,"ATM : 4594806547"
-1.5996265,53.7435225,"Post Office"
-1.5426962,53.7950648,"ATM : 4850771274"
-1.7878942,53.8362721,"ATM : 4858379124"
-1.8164935,53.6554012,"NatWest"
-1.5400926,53.7988481,"ATM : 5156248736"
-1.542141,53.7984802,"ATM : 5156248816"
-1.7056365,53.5749211,"ATM : 5157873782"
-1.5877846,53.7616559,"RBS"
-1.5309152,53.8566286,"ATM : 5209962937"
-1.5969755,53.8217132,"ATM : 5211443171"
-1.8629607,53.7298611,"ATM : 5212379639"
-1.7311409,53.8081494,"ATM : 5229255383"
-1.7305963,53.8084933,"ATM : 5229255387"
-1.6012479,53.7522417,"ATM : 5229466000"
-1.7356412,53.7968725,"ATM : 5231639152"
